rank,name,year
1001,James Madison University,2021
1001,Jan Evangelista Purkyně University,2021
1001,Jawaharlal Nehru Technological University Anantapur (JNTUA),2021
1001,Jeju National University,2021
1001,Jeonbuk National University,2021
1001,Jianghan University,2021
1001,Kagawa University,2021
1001,Kagoshima University,2021
1001,Kanagawa University,2021
1001,Kanazawa University,2021
1001,Kanazawa Medical University,2021
1001,Kangwon National University,2021
1001,Kansai University,2021
1001,Kasetsart University,2021
1001,Kaunas University of Technology,2021
1001,Kazan National Research Technical University,2021
1001,Kazan National Research Technological University,2021
1001,Kharazmi University,2021
1001,Khon Kaen University,2021
1001,KIIT University,2021
1001,King Faisal University,2021
1001,King Mongkut’s Institute of Technology Ladkrabang,2021
1001,King Mongkut's University of Technology North Bangkok,2021
1001,Kitasato University,2021
1001,KL University,2021
1001,Kochi University,2021
1001,Kochi University of Technology,2021
1001,Kogakuin University,2021
1001,Kookmin University,2021
1001,Universiti Kuala Lumpur,2021
1001,Kumamoto University,2021
1001,Kunming University of Science and Technology,2021
1001,Kuwait University,2021
1001,Kwansei Gakuin University,2021
1001,Kyoto Sangyo University,2021
1001,Kyoto Institute of Technology,2021
1001,Kyushu Institute of Technology (Kyutech),2021
1001,Latvia University of Life Sciences and Technologies,2021
1001,Lebanese University,2021
1001,University of León,2021
1001,University of Lethbridge,2021
1001,L.N. Gumilyov Eurasian National University,2021
1001,Lobachevsky State University of Nizhni Novgorod,2021
1001,University of Łódź,2021
1001,Lodz University of Technology,2021
1001,London South Bank University,2021
1001,Londrina State University,2021
1001,Lorestan University,2021
1001,University of Lucknow,2021
1001,Maharaja Sayajirao University of Baroda,2021
1001,Mahasarakham University,2021
1001,University of Malaga,2021
1001,Universiti Malaysia Perlis,2021
1001,Universiti Malaysia Sarawak (UNIMAS),2021
1001,Manipal Academy of Higher Education,2021
1001,University of Manouba,2021
1001,University of Maribor,2021
1001,Marmara University,2021
1001,University of Marrakech Cadi Ayyad,2021
1001,University of Mazandaran,2021
1001,Meiji University,2021
1001,Meijo University,2021
1001,Mendel University in Brno,2021
1001,Menoufia University,2021
1001,M’Hamed Bougara University of Boumerdès,2021
1001,Universidad Michoacana de San Nicolás de Hidalgo,2021
1001,Mie University,2021
1001,Ming Chuan University,2021
1001,Minia University,2021
1001,MIREA - Russian Technological University,2021
1001,University of Miskolc,2021
1001,University of Miyazaki,2021
1001,Mohammed V University of Rabat,2021
1001,University of Monastir,2021
1001,University of Montenegro,2021
1001,Morgan State University,2021
1001,Moscow Aviation Institute,2021
1001,Moscow Power Engineering Institute,2021
1001,Multimedia University,2021
1001,University of Mumbai,2021
1001,University of Murcia,2021
1001,Muroran Institute of Technology,2021
1001,University of Mysore,2021
1001,Universidad Nacional del Litoral,2021
1001,Nagaoka University of Technology,2021
1001,Nagasaki University,2021
1001,Nagoya City University,2021
1001,Nagoya Institute of Technology,2021
1001,Nanjing University of Aeronautics and Astronautics,2021
1001,Nara Medical University,2021
1001,Naresuan University,2021
1001,National Changhua University of Education,2021
1001,National Chiayi University,2021
1001,National Chi Nan University,2021
1001,National Chin-Yi University of Technology,2021
1001,National Chung Cheng University,2021
1001,National Chung Hsing University,2021
1001,National University of Colombia,2021
1001,National University of Córdoba,2021
1001,National University of Cuyo,2021
1001,National Ilan University,2021
1001,"National Institute of Technology, Tiruchirappalli",2021
1001,National University of Kaohsiung,2021
1001,National Research University of Electronic Technology (MIET),2021
1001,National Research Saratov State University,2021
1001,National University of San Martín,2021
1001,National Taipei University,2021
1001,National Taiwan Ocean University,2021
1001,National Technical University Kharkiv Polytechnic Institute,2021
1001,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,2021
1001,National Yunlin University of Science and Technology,2021
1001,Nicolaus Copernicus University in Toruń,2021
1001,University of Nigeria Nsukka,2021
1001,Slovak University of Agriculture in Nitra,2021
1001,University of North Carolina Wilmington,2021
1001,North China Electric Power University,2021
1001,"University of the North, Colombia",2021
1001,North-Eastern Federal University,2021
1001,Northwest University,2021
1001,University of Novi Sad,2021
1001,Novosibirsk State Technical University,2021
1001,Oakland University,2021
1001,Obafemi Awolowo University,2021
1001,Ochanomizu University,2021
1001,Oita University,2021
1001,Omsk State Technical University,2021
1001,Ondokuz Mayis University,2021
1001,Osaka City University,2021
1001,Osaka Institute of Technology,2021
1001,Osaka Medical College,2021
1001,Osaka Prefecture University,2021
1001,University of Ostrava,2021
1001,Universitas Padjadjaran,2021
1001,University of Pardubice,2021
1001,Paris Nanterre University,2021
1001,University of Patras,2021
1001,Pavol Jozef Šafárik University in Košice,2021
1001,Perm National Research Polytechnic University,2021
1001,Perm State University,2021
1001,Pirogov Russian National Research Medical University,2021
1001,PMAS Arid Agriculture University Rawalpindi,2021
1001,Polytechnic Institute of Porto,2021
1001,Polytechnic University of Bucharest,2021
1001,Polytechnic University of Timişoara,2021
1001,Pondicherry University,2021
1001,Pontifical Catholic University of Minas Gerais,2021
1001,Pontifical Catholic University of Peru,2021
1001,Pontifical Catholic University of Valparaíso,2021
1001,Universidad Pontificia Bolivariana (UPB),2021
1001,Pontifícia Universidade Católica do Paraná,2021
1001,Port Said University,2021
1001,Prince of Songkla University,2021
1001,PSG College of Technology,2021
1001,Public University of Navarre,2021
1001,University of the Punjab,2021
1001,Qassim University,2021
1001,Razi University,2021
1001,Recep Tayyip Erdoğan University,2021
1001,University Rey Juan Carlos,2021
1001,Riga Technical University,2021
1001,Ritsumeikan University,2021
1001,Robert Gordon University,2021
1001,Russian Presidential Academy of National Economy and Public Administration,2021
1001,Ryukoku University,2021
1001,University of the Ryukyus,2021
1001,University of La Sabana,2021
1001,Saga University,2021
1001,Saitama University,2021
1001,Saitama Medical University,2021
1001,Sakarya University,2021
1001,Samara National Research University (Samara University),2021
1001,Samara State Technical University,2021
1001,San Sebastián University,2021
1001,"University of Santiago, Chile (USACH)",2021
1001,Sapporo Medical University,2021
1001,University of Sargodha,2021
1001,SASTRA University,2021
1001,Satbayev University,2021
1001,Sathyabama Institute of Science and Technology,2021
1001,Saveetha Institute of Medical and Technical Sciences,2021
1001,University of Sciences and Technology Houari Boumediene,2021
1001,University of Science and Technology of Oran Mohamed-Boudiaf,2021
1001,Sechenov University,2021
1001,Selçuk University,2021
1001,Semnan University,2021
1001,University of Seoul,2021
1001,Seoul National University of Science and Technology (SeoulTech),2021
1001,University of Sfax,2021
1001,Shahed University,2021
1001,Shahid Bahonar University of Kerman,2021
1001,​Shahid Chamran University of Ahvaz,2021
1001,Shahid Rajaee Teacher Training University,2021
1001,Shahrekord University,2021
1001,Shahrood University of Technology,2021
1001,Shibaura Institute of Technology,2021
1001,Shiga University of Medical Science,2021
1001,Shimane University,2021
1001,Shinshu University,2021
1001,Shiraz University of Medical Sciences,2021
1001,Shizuoka University,2021
1001,University of Shizuoka,2021
1001,Showa University,2021
1001,Siberian Federal University,2021
1001,Siksha ‘O’ Anusandhan,2021
1001,University of Silesia in Katowice,2021
1001,Silesian University of Technology,2021
1001,Silpakorn University,2021
1001,Simón Bolívar University,2021
1001,University of Sistan and Baluchestan,2021
1001,Slovak University of Technology in Bratislava,2021
1001,Sofia University,2021
1001,University of Sonora,2021
1001,Soongsil University,2021
1001,Sophia University,2021
1001,University of Sousse,2021
1001,University of South Africa,2021
1001,University of South China,2021
1001,Southern Federal University,2021
1001,South Ural State University,2021
1001,South Valley University,2021
1001,University of South Wales,2021
1001,Southwest Jiaotong University,2021
1001,Srinakharinwirot University,2021
1001,SRM Institute of Science and Technology,2021
1001,Staffordshire University,2021
1001,State University of Ponta Grossa,2021
1001,State University of Santa Cruz,2021
1001,St Marianna University School of Medicine,2021
1001,St Petersburg Electrotechnical University (LETI),2021
1001,Süleyman Demirel University,2021
1001,Suranaree University of Technology,2021
1001,SWPS University of Social Sciences and Humanities,2021
1001,Szent István University,2021
1001,University of Talca,2021
1001,Tamil Nadu Agricultural University,2021
1001,Tamkang University,2021
1001,Tanta University,2021
1001,University of Tarapacá,2021
1001,Taras Shevchenko National University of Kyiv,2021
1001,Technical University of Cluj-Napoca,2021
1001,Technical University of Košice,2021
1001,Technical University of Liberec,2021
1001,"University of Technology, Iraq",2021
1001,Universidade Tecnológica Federal do Paraná (UTFPR),2021
1001,Universiti Teknikal Malaysia Melaka,2021
1001,Universiti Teknologi MARA,2021
1001,Institut Teknologi Sepuluh Nopember,2021
1001,Telkom University,2021
1001,Texas State University,2021
1001,Tezpur University,2021
1001,Thammasat University,2021
1001,TOBB University of Economics and Technology,2021
1001,Toho University,2021
1001,Tokai University,2021
1001,Tokat Gaziosmanpaşa University,2021
1001,Tokushima University,2021
1001,Tokyo University of Agriculture,2021
1001,Tokyo University of Agriculture and Technology,2021
1001,Tokyo City University,2021
1001,Tokyo Denki University,2021
1001,Tokyo University of Marine Science and Technology,2021
1001,Tokyo University of Science,2021
1001,Tomas Bata University in Zlín,2021
1001,Tomsk State University of Control Systems and Radioelectronics,2021
1001,Tottori University,2021
1001,University of Toyama,2021
1001,Toyo University,2021
1001,Toyohashi University of Technology (TUT),2021
1001,Transilvania University of Brașov,2021
1001,University of Trás-os-Montes and Alto Douro,2021
1001,Tshwane University of Technology,2021
1001,Tunghai University,2021
1001,University of Tunis El Manar,2021
1001,Tzu Chi University,2021
1001,Ufa State Aviation Technical University,2021
1001,Umm Al-Qura University,2021
1001,Unisinos University,2021
1001,Ural Federal University,2021
